title,description,price,extracted,cleaned,cleaned_l2
"DS18 PRO-X4.4BM Loudspeaker - 4"", Midrange, Red Aluminum Bullet, 200W Max, 100W RMS, 4 Ohms - Premium Quality Audio Door Speakers for Car or Truck Stereo Sound System (1 Speaker)","DS18 PRO-X4. 4BM Loudspeaker - 4"", Midrange, Red Aluminum Bullet, 200W Max, 100W RMS, 4 Ohms - Premium Quality Audio Door Speakers for Car or Truck Stereo Sound System (1 Speaker)",34.95,{},{},{}
"navor Compatible with Fitbit Charge 5 Adjustable Band, Soft Silicone Replacement Fitness Strap Wristband for Men & Women","navor Compatible with Fitbit Charge 5 Adjustable Band, Soft Silicone Replacement Fitness Strap Wristband for Men & Women",7.95,{},{},{}
TXEsign Carrying Protection Case Bag Compatible with M50 52 Wireless Bluetooth Headset,"Compatible - Plantronics M50 52 Wireless Bluetooth Headset Dimensions: 3.5”(L) x 2.5”(W) x 1”(H) Materials - EVA with exterior PU leather Features - Zipper closure Products are Plantronics compatible and not endorsed by Plantronics , Inc.",7.88,{},{},{}
(4 PCS) Tytyp Compatible with Gopro MAX Protective Lens,"Tytyp compatible With Gopro MAX Protective Lens , Gopro MAX Protective Lens  is  very sturdy, easy to install, Leading  Gopro MAX Protective Lens  Life! Product Specification: Size:6.1 x 4.2 x 0.4 inches Weight:0.64 ounces Product Content 4*  Gopro MAX Protective Lens Easily installing Not Only gopro max lens cover, You Are Getting A Guardian Of The Protect your gopro camera! With the T Gopro MAX Protective Lens, you no longer have to worry about breaking the camera. You can enjoy the good moments and even the perfectcompanion during the ride! A Universal Tool That Fulfill Your Needs Once And For All! Tytyp  Gopro MAX Protective Lens , you do not need to worry fall off or move.easy to adjust, our gopro  Gopro MAX Protective Lens act perfectly on gopro max camera, effortless using experience.",15.99,{},{},{}
"Lenovo Legion 5 Gaming Laptop, 17.3” FHD (1920 x 1080) Display, AMD Ryzen 5 5600H Processor, 8GB RAM, 256GB SSD, NVIDIA GeForce GTX 1650, Backlit Keyboard, Windows 11 Home","We sells computers with upgraded configurations. If the computer has modifications (listed above), then the manufacturer box is opened for it to be tested and inspected and to install the upgrades to achieve the specifications as advertised. If no modifications are listed, the item is unopened and untested. Processor: AMD Ryzen 5 5600H (6C / 12T, 3.3 / 4.2GHz, 3MB L2 / 16MB L3) Graphics: NVIDIA GeForce GTX 1650 Operating system: Windows 11 Home Memory: 8GB DDR4 3200 MHz Memory Hard Drive: 256GB NVMe TLC Solid State Drive (SSD) Display: 17.3"" FHD IPS Display, 1920 x 1080 resolution, Anti-glare Energy-efficient screen Backlit Keyboard: Yes Chipset: AMD SoC Platform Webcam: Webcam makes it easy to video chat with family, friends or teleconference over popular applications Audio: Nahimic 3D Audio with Speakers deliver breathtaking, three-dimensional audio that flows above and around you with depth and precision WLAN + Bluetooth: 802.11ax Wi-Fi + Bluetooth Ports: 4x USB Type A, 1x USB 3.2 Gen 1 Type-C, 1x Headphone jack, 1x HDMI, 1x SD card reader, 1x RJ45. Wireless-AC and Bluetooth Weight: 6.57 lbs Dimensions:‎15.7 x 11.4 x 1.03 inches Battery: Integrated 80Wh,230W Slim Tip (3-pin) Color:Phantom Blue Accessories: w/ 9H HDMI Cable",839.0,{},{},{}
"Sigma 150-600mm f/5-6.3 DG DN OS Sports Lens for Sony E, Bundle with Haida 95mm CPL+Clear Filter Kit, Cleaning Kit","Introducing the SIGMA 150-600mm F5-6.3 DG DN OS | Sports, a powerful ultra-telephoto zoom and the first ever Sports line lens for mirrorless systems. This portable and practical optic revolutionizes the way mirrorless users capture wildlife, motorsport and other fast-action subjects.Less ThanBrGreater ThanLess ThanbRGreater ThanThe 150-600mm F5-6.3 DG DN OS | Sports is SIGMA Sports line's first ultra-telephoto zoom lens, designed from the ground up specifically for full-frame mirrorless cameras. It offers outstanding levels of performance, functionality, and build quality required for ultra-telephoto shooting in the most demanding situations.Less ThanBrGreater ThanImage quality is exceptional, with ultra-high-performance glass capable of delivering ultra-sharp results even on the highest resolution cameras. The lens displays beautiful bokeh throughout its zoom range, and optical aberrations are kept well under control.Less ThanBrGreater ThanFast and accurate autofocus owing to an AF unit equipped with a high-precision magnetic sensor, combined with an OS (Optical Stabilizer) function effective to approximately 4 stops of image stabilization makes this a highly responsive lens that can handle even the most challenging subjects. It has a Dual Action Zoom system that includes straight and ring zoom, a dust and splash resistant structure, and customizable switches helping photographers and filmmakers adapt quickly and easily to virtually any shooting environment.Less ThanbR",1499.0,{},{},{}
JS Artworks Butterfly Vinyl Decal Sticker (RED),NEW,4.99,{},{},{}
2packs 40mm x 40mm x 10mm 4010 12V 0.15A Ball Bearing Brushless DC Cooling Fan 2pin AB4010M12 UL TUV,"Description : Model: AB4010M12NAME:DC12V BRUSHLESS FANRated Voltage : DC12V Operation Voltage: DC10.8-13.2 Consuming Current : 0.11A(0.15 Max.) Consuming Power: 1.32W(1.8 Max.) Connector: 2pin-ph2.5 Rated Speed: 6200 PRM Iife Expectance: 70,000 hours at 25 degree Insulation Level: UL Class A Certificate: UL,CE,TUV Acoustic Noise: 25db*** DC Line Length : 100mm Max. Air Flow: 6.86CFM Rotation Direction: Clounter-clockwise Size:40x40x10mm Size:18g  ***:Noise is measured at rated test condition in semi-anechoic chamber in free air with microphone at a distance of 1m apart from the axis of fan at intake side.",9.99,{},{},{}
Skinomi Dark Wood Full Body Skin Compatible with HP Omen (15-CE011DX)(Full Coverage) TechSkin Anti-Bubble Film,"About the Natural Wood Series The Skinomi Natural Wood Series Protector Film uses the latest break-through in mobile protection to provide a lightweight, protective barrier against damage to your device. At just .1 millimeter in thickness, the protective skin is engineered to withstand scratches, bumps, and scrapes, without adding unnecessary bulk. The Natural Wood Series features a classy, professional, and nature-inspired style that not only looks natural, but is identical to the texture of actual refinished Pinewood or Cherrywood. The film goes through a rigorous manufacturing process to provide accurate fitment and to allow full access to every function in your device. Installation Installing the Skinomi Natural Wood Series Protector Film is easy and does not require liquid solution. The adhesive-side of the skin is specially engineered with a grid-like pattern that allows air bubbles to escape during installation. This grid helps the skin adhere completely to the device by extracting gaps and pockets of air, which in turn prevents unsightly peeling. Key Features Easy Installation - Natural Wood Film does not require liquid or solution Durability - Grade-A materials and unique adhesive properties create a longer lasting protective solution Design - Precision manufacturing preserves your device's original design and does not affect its functions Made in the USA Skinomi Kit Includes: Skinomi Natural Wood Series Protector Film Compatible with HP Omen (15-CE011DX) Skinomi Natural Wood Series Protector Film Compatible with HP Omen (15-CE011DX) Detailed Installation Instructions Detailed Installation Instructions Lifetime Warranty*The Skinomi Natural Wood Series Protector film is a high-quality protective film and not a case. Lifetime Warranty *The Skinomi Natural Wood Series Protector film is a high-quality protective film and not a case.",21.95,{},{},{}
"Lenovo Newest Legion 5 15.6"" 165Hz FHD High Performance Gaming Laptop, AMD 8-Core Ryzen 7-5800H, GeForce RTX 3070 8GB (TGP 130W), USB-C, Win11 Home, with Mouse Pad (16GB RAM | 1TB PCIe SSD)","Windows 11 operating system Windows 11 brings back the Start Menu from Windows 7 and introduces new features, like the Edge Web browser that lets you markup Web pages on your screen. Fast refresh for fast reflexes A 15"" FHD widescreen display engineered for the graphical pyrotechnics of Dolby Vision and 100% sRGB color accuracy. Enhance your competitive edge with refresh rates of 165Hz with 3ms response times. AMD Ryzen 7 5800H Processor Imagine, design, and create without boundaries. The powerful AMD Ryzen 7 processor features machine intelligence that anticipates your needs. Discover true responsiveness with eight cores and sixteen threads for ultimate performance. NVIDIA GeForce RTX 3070 Driven by 8GB dedicated video memory to quickly render high-quality images for videos and games. Wireless/Wired connectivity (WiFi 6 - 802.11 ax) Flexible, dual-band connectivity w/ greater reliability thanks to two data streams and antennas. Connect to a Wi-Fi router to experience GB Wi-Fi speeds nearly 3X faster vs. standard Wi-Fi 5 w/ improved responsiveness for even more devices.  Backlit keyboard for easy typing in dim or dark locations.  Touchpad with scroll and multitouch capability. Weighs 5.3 lbs. and measures 0.92"" thin Lightweight design, featuring a slightly smaller screen.",1399.0,{},{},{}
Fantom Drives FD Duo Mobile 2 Bay RAID Aluminum Enclosure Silicone Green Bumper Add-On (DMR000ERG),"Fantom Drives Duo Mobile RAID is the next generation of affordable and high quality storage devices. With its USB 3.2 Generation 2 technology, it provides uncompromising high speed transfer to all device types. The Duo Mobile RAID is built with high quality aluminum for maximum rugged portability. Enjoy blazing fast speeds with all capacity options.",9.99,{},{},{}
Metra 99-5838CH Aftermarket Radio Installation Dash Kit,Metra 99-5838CH | complete radio replacement kit with touch screen climate control display (with 4.2 inch screen) 2015-2016-2017 Ford Mustang,429.99,{},{},{}
"JacobsParts DC Power Jack Adapter Plug Female Pigtails 5.5mm x 2.1mm 30cm/12in for LED Strip Light, CCTV Security Camera, DVR (2-Pack)","Add a female barrel jack to to your device or project. These pigtails have moulded 5.5x2.1mm jacks with black PVC covering the wire. The end is pre-stripped and tinned and is ready to be soldered, connected with terminals, or connected with wire nuts.",3.99,{},{},{}
Synergy Digital USB Cable Compatible with Canon PowerShot SX720 HS Digital Camera USB Cable 3' MicroUSB To USB (2.0) Data Cable,3' MicroUSB To USB (2.0) Data Cable.,6.55,{},{},{}
YCS basics 1 Foot DB9 9 Pin Serial / RS232 Male/Female Extension Cable,With over a decade of experience the YCS Basics brand is dedicated to bringing quality consumer electronics products to our customers at an affordable price.,6.97,{},{},{}
"MegaAccessory Canon EOS 4000D Rebel T100 DSLR Camera with 18-55mm Lens + Platinum Mobile Accessory Bundle Package Includes: SanDisk 32GB Card, Tripod, Case, Pistol Grip and More (21pc Bundle)","This Canon EOS 4000D / Rebel T100 DSLR Camera is 18 Megapixel APS-C sensor allows you to shoot in low light, expressing your creativity with interchangeable lenses. Point and shoot with Scene Intelligent Auto and share your stories using the EOS Rebel T100’s Wi-Fi and Camera Connect app. This Canon EF-S 18-55mm f/3.5-5.6 Lens is a sleek and flexible option for everyday shooting. Spanning a 28.8-88mm equivalent focal length range. (Compatibility model with: canon eos 70d, 77d, 7d, mark, ii, 80d, 90d, c100, ef-mount, c200, c300, iii, c500, c700, ff, rebel, sl1, sl2, sl3, t5, t5i, t6, t6i, t6s, t7, t7i, t8i) Canon EOS 4000D Key features: 01. 18MP APS-C CMOS sensor 02. DIGIC4 + processor 03. ISO 100-6400 (exp. to 12800) 04. Full HD (1080p) video recording, up to 30fps 05. Video Snapshot mode 06. 3fps burst mode 07. 9-point AF system 08. Pentamirror optical viewfinder, approx. 95 percent coverage 09. 2.7 in LCD, 230k dots 10. Wi-Fi (no NFC) 11. 500-shot (approx.) battery life 12. SD / SDHC / SDXC memory card slot Platinum Mobile Bundle Includes: 01. Canon EOS Rebel T7 DSLR Camera 02. Canon EF-S 18-55mm f/3.5-5.6 Lens 03. Canon Lithium-Ion Battery Pack LP-E10 (7.4 Volts) 04. Canon Battery Charger LC-E10 05. Canon Lens Cap 06. Canon Body Cap 07. Canon Neck Strap 08. SanDisk 32GB Ultra SDHC Memory Card 09. High Speed Memory Card Reader 10. UV Filter 11. 2-1 Cleaning Pen 12. Dust Blower 13. Lens Cap Keeper 14. Deluxe Starter Kit 15. Deluxe Padded Camera Case 16. Full Size Tripod 17. Spider Tripod 18. Pistol Grip Tripod 19. Tulip Lens Hood 20. Eyecup EF 21. Platinum Mobile MicroFiber Cleaning Cloth",379.99,{},{},{}
NETGEAR AC1600 WiFi VDSL/ADSL Modem Router – 802.11ac Dual Band Gigabit (D6400-100NAS),"The NETGEAR AC1600 WiFi VDSL/ADSL Modem Router with dual band Gigabit is an incredibly fast modem router delivering AC1600 WiFi and Gigabit Ethernet speeds. This DSL modem router provides a fast VDSL modem for fibre broadband and it also works with ADSL connections. It offers the ultimate performance in wireless coverage for large homes with 10 or more devices. With this AC1600 modem router you get 3x faster access than with similar 802.11n technology and more reliable streaming. It delivers the speed and reliability needed for applications such as smooth, lag-free, multiple HD video streaming, multi-player gaming, ultra-fast speed for a secure and reliable connection to the Internet. The AC1600 Modem Router also includes NETGEAR genie home network manager for easy installation and home network management. Compatible with AC WiFi devices and backward compatible with 802.11 a/b/g/n devices, this VDSL/ADSL modem router enables HD streaming throughout your home. With up to 300+1300 and simultaneous dual band WiFi technology, it avoids wireless interference, ensuring top WiFi speeds and reliable connections. In addition, Beamforming+ technology boosts speed, reliability and range of WiFi connections. These technologies also provide ultimate connectivity for dual band wireless devices like iPad and iPhone.",130.0,{},{},{}
"MoKo Case Fit iPad Mini 3/2/1- Light Weight Shock Proof Soft Silicone Back Cover [Kids Friendly] Fit iPad Mini 1 (2012), iPad Mini 2 (2013), iPad Mini 3 (2014), Blue","Compatibility: Custom designed for your precious iPad Mini 1 (2012), iPad Mini 2 (2013), iPad Mini 3 (2014) 7.9"" Tablet , this MoKo case features a combination of functionality and style. Well built to protect your iPad Mini 1 (2012), iPad Mini 2 (2013), iPad Mini 3 (2014) 7.9"" Tablet for the years to come. Product Description: Lightweight and protective kid-friendly case. Versatile, free-standing case with hexagon pattern refines your precious device. Precise cut out and openings for buttons controls and cameras allow for easy access. Constructed from impact-resistant rubber-like silicone material, raised bezel, drop protection and impact-resistance safeguarding your device beyond normal wear and tear. Notes: 1. Back cover ONLY, NOT includes front cover. 3. Fits iPad Mini 1 (2012), iPad Mini 2 (2013), iPad Mini 3 (2014) 7.9"" Tablet ONLY. Will NOT fit iPad Mini 4 (2015) 7.9"" Tablets.",7.95,{},{},{}
Assurant 2-Year Home Theater Protection Plan with Accidental Damage ($75-$99.99),"2-Year Accidental Damage Home Theater Protection Plan ($75-99.99) 2 year Date of Purchase service plan. Coverage for Accidental Damage such as Liquid spills and item drops starts Day One, mechanical and electrical failures are covered after the manufacture's warranty expires; Free 2-way shipping for repairs; Fully transferable; cancel anytime, full refund in the first 30 days; No deductibles",14.36,{},{},{}
"UpBright AC DC Adapter Compatible with Milanix MX7 MX7U 7"" MX8 8"" MX12 12.1"" MX13 13.3"" MX14 14.1"" Portable Rechargeable ATSC Widescreen Digital LED Television TV Power Supply Cord Battery Charger PSU",UpBright New Global AC DC Adapter Compatible with Milanix MX7 MX7U 7” MX8 8” MX12 12.1” MX13 13.3” MX14 14.1” Portable Rechargeable ATSC Widescreen Digital LED Television TV Power Supply Cord Battery Charger PSU CECCCROHS 100-240,19.99,{},{},{}
"defean HD4.50BTNC Upgrade Quality Sheepskin Leather Ear Pads - Ear Cushion Replacement Compatible with Sennheiser HD 4.50BT HD 4.40BT 4.30BT Headset, High-Density Noise Cancelling Foam, Memory Foam","Condition: Brand New Warranty and service ordinance  All defean are produced under strict quality inspection, and come with a 12-Month worry-free warranty and free lifetime technical support. Please feel free to contact us for replacement or refunds if there are any issues with your purchase. Material :Sheepskin Leather and Memory foam Color: black Product Dimensions: Standard size Compatible with: Sennheiser HD 4.50BT HD 4.40BT HD 4.30BT HD458 Headphone You will receive: 1 pair of ear pads    All defean are produced under strict quality inspection, and come with a 12-Month worry-free warranty and free lifetime technical support.   Please feel free to contact us for replacement or refunds if there are any issues with your purchase.   EarPads Compatible With:   Sennheiser HD 4.50BT HD 4.40BT HD 4.30BT HD458 Headphone   Package Includes:   -1Pair Ear Pads",23.99,{},{},{}
"Dteck iPad 9.7 Inch 2017 / iPad Air 2 / iPad Air Case - [Multi-Angle Viewing] PU Leather Folio Smart Cover with Auto Wake/Sleep Wallet Protect Case for Apple iPad 9.7 2017 Model/Air 1 2,Colour Alpaca","Universal Case Compatible for: iPad Air : A1474 or A1475 or A1476 iPad Air 2 : A1566 or A1567 New iPad 2017 9.7 inch : A1822 or A1823  This case is designed for Apple iPad Air, iPad Air 2, New iPad 2017 9.7 inch ONLY;  Will not be compatible with iPad Pro 9.7 Inch 2016 Release, iPad Pro 12.9 Inch 2015 Release Tablet, the original iPad, iPad 2,3,4 or iPad mini. Built-in Stand: Three anti-slip stripes, propping up the tablet for considerate sturdy standing view angles and typing feature. Auto Sleep/Wake Function Automatically wakes or puts your device to sleep when the lid is opened and closed, Strong enough magnet closure design can hold your tablet secure and convenient. Precise cutouts: Precise cut out and openings for buttons controls and cameras allow for easy access. Easy to use: Easy to install tablet into by opened access and without take the tablet out of the case will available using tablet all functions with protection. PLEASE NOTE: Colors shown in pictures may slightly differ from actual product due to lighting and color settings. Package Included: 1 x Flip Leather Case for New iPad 2017 9.7 inch / iPad 5 / iPad 6  1 x Random Color Stylus Pen[FREE GIFT] 1 x Detck Brand Cleaning Cloth[FREE GIFT]",13.99,{},{},{}
"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black (Renewed)","Say goodbye to hunching over your laptop and constantly getting up to navigate on your TV-connected laptop. Whether you're IMing on your small screen or surfing the Web on your big screen, you can lean back and enjoy convenient typing and multi-touch navigation right from your couch. Whichever screen you're using, this sleek wireless keyboard is designed for the way you use your laptop today This ultrathin keyboard with low-profile keys is compact, but still provides comfortable, quiet typing. Store it upright for added convenience and space in your living room.",21.95,{},{},{}
"GE Personal Security Window and Door Alarm, 1 Pack, DIY Protection, Burglar Alert, Wireless, Magnetic Sensor, Off/Chime/Alarm, Easy Installation, Ideal for Home, Garage, Apartment and More, 56789","Product Description The GE Personal Security Window/Door Alarm provides a simple-to-use, cost-effective security solution to protect you and your family against home invasions thanks to the 120-decibel alarm, loud enough to make a would-be intruder think twice about entering through your window or door. The alarm is also extremely easy to use. The window/door alarm features a contemporary design with easy access buttons and controls for simple operation. This straightforward concept makes using the GE Personal Security Window/Door Alarm intuitive, no matter what your technological skills may be. The GE Personal Security Window/Door Alarm includes one window/door alarm with a built-in 120-decibel alarm for even greater home security. With no wires required for installation, protecting any window/door in your home is as easy as attaching the alarm to your window/door with double-sided tape (included). Each window alarm features an on/off/chime switch for easy operation and a low battery test button for checking battery life. Perfect for homes, apartments, dorm rooms and offices. From the Manufacturer The GE Personal Security Window/Door Alarm provides a simple-to-use, cost-effective security solution to protect you and your family against home invasions thanks to the 120-decibel alarm, loud enough to make a would-be intruder think twice about entering through your window or door. The alarm is also extremely easy to use. The window/door alarm features a contemporary design with easy access buttons and controls for simple operation. This straightforward concept makes using the GE Personal Security Window/Door Alarm intuitive, no matter what your technological skills may be. Perfect for homes, apartments, dorm rooms and offices.",7.99,{},{},{}
"TRENDnet 5-Port Gigabit PoE+ Switch, 31 W PoE Budget, 10 Gbps Switching Capacity, Data & Power Through Ethernet To PoE Access Points And IP Cameras, Full & Half Duplex, Black, TPE-TG50g","TRENDnet’s 5-Port Gigabit PoE+ Switch, model TPE-TG50g, delivers data and power over existing Ethernet cables to Power over Ethernet (PoE) devices such as access points and IP cameras. it supports both PoE and PoE+ devices with a 31W PoE power budget. Easily install this compact sturdy metal switch for reliable high-speed PoE networking. Gigabit Ethernet Five gigabit ports provides a 10Gbps switching capacity to support edge network installations. PoE Power A 31W PoE power budget supplies up to four Power over Ethernet devices. Compact Design With a compact and lightweight housing design, this switch is well-suited for desktop installations. Its fanless design is perfect for quiet environments that require silent operation. Package Contents:- TPE-TG50g- Quick Installation Guide- Power adapter (48V DC, 0.8A)- Power Cord",65.24,{},{},{}
"2X Single Ported Angle 8 Inches Truck Subwoofer Box Enclosure with Thick Heavy Duty MDF - 8"" Inches Woofer (2 Pieces)","The speaker boxes are common amongst car owners due to their distinct ability and high quality constructed build to boost the bass of your car speakers without wasting money on purchasing expensively for an external amplifier or woofer. These boxes are made from durable MDF wood, underneath premium carpeting for an excellent combination for speaker enclosures. With a weight under 4 pounds, it is the lightest speaker boxes which you can only find it affordable in our store. The inches boxes are the most common famous base on the distinct ability to boost bass.",59.99,{},{},{}
"[2 Pack] Airtag Case for Beats Fit Pro Wireless Noise Cancelling Earbuds,Item Find Headphone Carrying Case,Premium Soft Skin Cover Shock-Absorbing,Anti-Scratch Protective Case with Keychain","[2 Pack] Airtag Case for Beats Fit Pro Wireless Noise Cancelling Earbuds ,Item Find Headphone Carrying Case,Premium Soft Skin Cover Shock-Absorbing,Anti-Scratch Protective Case with Keychain",7.99,{},{},{}
CT-90275 CT90275 Sub CT-90302 Replace Remote Control fit for Toshiba LCD TV HDTV Regza 26HL47 19AV500 19AV500U 19AV501 19AV501U 19AV51U 26AV500 26AV500U 26AV50U 26AV52U 26HL67 26LV47 26LV67 26LV67U,"AIDITIYMI CT-90275 CT90275 Replaced Remote Control work for Toshiba LCD TV HDTV Sub for CT-90302 / CT-90302 Remote No programming or paring needed. Just install 2 new 1.5V AAA alkaline batteries, then it works. This is a replacement IR remote control. Compatible with Toshiba TV Models: Regza 26HL47 19AV500 19AV500U 19AV501 19AV501U 19AV51U 26AV500 26AV500U 26AV50U  26AV52U 26HL67 26LV47 26LV67 26LV67U 32AV50 32AV500 32AV500U 32AV50U 32HL17 32HL17U 32HL37 32HL37U 32HL67 32HL67U 32HL67US 32LV17 32LV17U 32LV37 32LV37U 32LV67 32LV67U  37AV5 37AV50 37AV500 37AV500E 37AV500U 37AV50U 37HL17 37HL67 37HL67S 42AV500 42AV500U TVD2910  42HL117 42HL17 42HL67 42HL67U 42HL67US 42LZ196 47LZ196 50HM67 57HM117 57HM167 65HM117 65HM167 Package Content: 1 x IR Remote Control (Batteries and Instructions are NOT Included).",8.99,{},{},{}
"Samsung Galaxy Tab A 10.1 Case - Newshine PU Leather Stand Folio Cover with Auto Wake/Sleep and Card Slots for Galaxy Tab A 10.1 Inch Tablet SM-T580/T585 (2016 NO S Pen Version), Purple Owls","Compatibility: Only compatible with Samsung Galaxy Tab A 10.1 (released in 2016) without S-pen version Model number: SM-T580/T585. If your tablet is the version with s-pen, please chose other suitable cases. Product Description: Made of high quality synthetic leather material exterior and soft silicone material interior; Automatically wakes or puts to sleep when the lid is opened and closed; Precise openings for charger,speaker and headphone jack, allow full access without removing case; With Credit card slots money holder, convenient for carrying cash, cards when take a walk, grocery shopping or read in the library; Built-in a smart holder for pencil stylus; Stand feature, adjustable viewing angels, hands free for video chat or watching movie/TV; Full body cover your tablet, anti scratch/water/dust/fingerprint/light bumps; Cute cartoon design, pretty nice looking, eye-catching case. Package List: 1 x Case for Galaxy Tab A 10.1 T580/T585 tablet 1 x Bonus GSFY Brand Stylus Pen Remind: Any question about the item you order from us, please feel free to contact us with your order ID, we will try our best to solve any single issue for you!",14.99,{},{},{}
"Maxtor 6E040L0 DiamondMax Plus 8 40GB 7200 RPM 2MB Cache IDE Ultra ATA133 3.5"" Hard Drive",Maxtor 40GB IDE 7200rpm 3.5in DiamondMax Plus 8 Hard Disk Drive,79.68,{},{},{}
ASRock Intel X79 ATX DDR3 1600 LGA 2011 Motherboards X79 EXTREME4,ASRock X79 Extreme4 Socket 2011/ Intel X79/ DDR3/ Quad SLI&CrossfireX/ SATA3&USB3.0/ A&GbE/ ATX Motherboard,398.86,{},{},{}
Stainless Volume Control Wall Plate 100W 25/70.7V,"Saga Elite Stainless Steel Volume Control Wall Plate (100W 25/70V) For standard PA, paging, or background music applications, no commercial sound installation is complete without a means to control the volume. The Stainless Steel Volume Control Wall Plate features a marked dial that gives you all the control to crank up or tone down the sound as needed. This premium-quality volume control combines dependable performance with low insertion loss, and excellent frequency response. A Steel of a Deal Stainless steel is the ideal alternative to wood or plastic wall plates. It’s tough enough to endure hard blows or knocks, and it resists corrosion and rust which makes it suitable for most installations. Daisy Chain Away Most commercial installs require the use of multiple speakers to provide sound to a large or wide spread area. 70V compatibility makes this Volume Control the best means to consistently control the volume for all connected speakers simultaneously. Precise Adjustments The volume dial features 10 attenuation steps with a positive off position. To prevent damage to the switch, there is no “stop” between the “off” position and the “10” position. The dial is prominently featured on the face of the plate with clearly marked levels from 0-10. Single-Gang Installation The SAG0242 is connected to 16 gauge speaker wire via Phillips head screw terminals. It includes a removable terminal block and is designed for use with 70 volt systems. Also, the Volume Control features an attached transformer. It fits in a single-gang box, and features a stainless steel plate with stamped and filled numbers and heavy-duty black plastic knob. Each terminal will accommodate up to 16awg stranded wire. We recommend it be mounted in a ""backless"" junction box. If an enclosed box is to be used, we recommend a deep box (3.5 inches in depth). Mounting screws are included.",29.99,{},{},{}
"Electriduct Home 'n' Office Small Drop Over Cord Protector - 60"" (5 Feet) Wire Cover | Yellow","Economical and stylish, the Home 'n' Office Drop Over is a Light Duty cord protector used in homes and offices to cover up those exposed cords resting on the floor.",49.98,{},{},{}
"C2G USB Extender, Dongle, USB 1.1 over Cat5, SuperBooster Extender, Wall Plate Kit, White, Cables to Go 29342","Conquer USB length limitations, and put your USB devices where you want them with our patent-pending USB superbooster wall plate. This wall plate solution extends the distance of a USB device to a host computer up to 150 feet so you can place your USB projector, camera, printer, web cam, hub, or any other USB device exactly where you want it! This wall plate is powerful yet simple, with no drivers to install or special software required so it's compatible with any computer that supports USB. This plug-and-play device consists of a transmitter unit and a receiver unit incorporated into two, single gang Decora-compatible wall plates. The transmitter/receiver pair is connected via standard Cat5, Cat5E, or Cat6 patch cables (not included) allowing for easy in-wall installation. This provides a clean, finished installation that is important for homes, classrooms, offices or any other facility where you don't want unsightly visible cables lying around. Use pre-terminated network cables or pull unterminated cable and terminate with toolless IDC RJ45 connectors (included). Bus-powered, the USB superbooster wall plate requires no external power source. These wall plates fit standard J-boxes, and are compatible with Leviton Decora brand cover plates. Compliant with USB Specification 1.1.",124.02,{},{},{}
Oversize Ana-Pro(TM) Green/Magenta 3D Glasses - 3 Pairs,"Oversize Green/Magenta 3D Glasses. able to fit over most prescription glasses. Study acrylic construction. For use with all green/Magenta 3D content on the TV, computer monitor, and smart phone.",8.99,{},{},{}
Gn-1 Dark Grey Metal Accent Ring for Gr III Digital Camera,"The gn-1 dark metal accent ring will set apart your Ricoh GR III in a stylish and sophisticated manner. Matching the metal hot show cover gk-1 (sold separately) The gn-1 ring is the perfect accessory to show your camera is not just a compact digital camera, but a Ricoh GR III !",24.95,{},{},{}
"SD Card Reader for Android, Micro SD Card to USB Adapter, USB C SD Card Reader for Camera Memory Card Reader, Wansurs SD Card Reader for PC Phone Pads (6 in 1, White)",SD Card Reader,4.99,{},{},{}
"YOUKEX Nylon Watch Band Compatible with Fitbit Charge 3 Band/Fitbit Charge 4 Bands/SE HR Band, Soft Breathable Replacement Wristband Sport Strap with Band for Women Men","Youther Smart Watch Replacement Bands Compatible for Fitbit charge 4/Special Edition/Charge 3/3SE. Compatible Device -Fitbit Charge 3 -Fitbit Charge 3 SE -Fitbit Charge 3 HR -Fitbit Charge 4 -Fitbit Charge 4 SE Features 1.The watch bands are made of high quality nylon material. Durable and soft across your wrist, improves airflow and comfort, bring you a comfortable wearing experience。The Sport Loop band features strong hook-and-loop fastener for quick and easy adjustment. 2.There is no buckle on the watch strap, which can be adjusted quickly and easily to change the length of the strap. It is super easy to remove the old strap and replace it with this nylon wrist strap. 3.If the nylon wristband for fitbit charge 4 gets wet accidentally, it only takes a few minutes to dry, and will not fade due to sweat and rain, so you can wear it freely while swimming or even showering. 4.Multi Choices: There are more colors different popular colors sport band to personalize your watch and fit your mood, outfit in daily life, dress up your Watch and highlight your unique taste -Material : Nylon -Size : Fits 6.5-8.7in(165-220mm). Package Included 1* Replacement Wristband【Smart Watch and other accessories NOT INCLUDED】",5.99,{},{},{}
